,card_name,card_img_url,series,ext_code,ext_name
31,#49 - Origin Dialga VSTAR,https://den-cards.pokellector.com/341/Origin-Dialga-VSTAR.S10D.49.43237.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
32,#50 - Pawniard,https://den-cards.pokellector.com/341/Pawniard.S10D.50.43318.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
33,#51 - Bisharp,https://den-cards.pokellector.com/341/Bisharp.S10D.51.43317.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
34,#52 - Eevee,https://den-cards.pokellector.com/341/Eevee.S10D.52.43252.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
35,#54 - Regigigas,https://den-cards.pokellector.com/341/Regigigas.S10D.54.43277.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
36,#57 - Skwovet,https://den-cards.pokellector.com/341/Skwovet.S10D.57.43298.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
37,#58 - Greedent,https://den-cards.pokellector.com/341/Greedent.S10D.58.43297.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
38,#60 - Switch Cart,https://den-cards.pokellector.com/341/Switch-Cart.S10D.60.43285.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
39,#62 - Mysterious Fossil,https://den-cards.pokellector.com/341/Mysterious-Fossil.S10D.62.43251.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
40,#64 - Adaman,https://den-cards.pokellector.com/341/Adaman.S10D.64.43238.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
41,#65 - Gardenia's Vigor,https://den-cards.pokellector.com/341/Gardenias-Vigor.S10D.65.43323.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
42,#67 - Gapejaw Bog,https://den-cards.pokellector.com/341/Gapejaw-Bog.S10D.67.43316.thumb.png,Sword & Shield Series,S10D,Time Gazer Set
