,card_name,card_img_url,series,ext_code,ext_name
23,#24 - Horsea,https://den-cards.pokellector.com/338/Horsea.S8B.24.41301.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
24,#25 - Seadra,https://den-cards.pokellector.com/338/Seadra.S8B.25.41302.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
25,#26 - Kingdra,https://den-cards.pokellector.com/338/Kingdra.S8B.26.41303.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
26,#27 - Galarian Mr. Mime,https://den-cards.pokellector.com/338/Galarian-Mr-Mime.S8B.27.41304.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
27,#28 - Galarian Mr. Rime,https://den-cards.pokellector.com/338/Galarian-Mr-Rime.S8B.28.41305.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
28,#29 - Vaporeon,https://den-cards.pokellector.com/338/Vaporeon.S8B.29.41306.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
29,#30 - Remoraid,https://den-cards.pokellector.com/338/Remoraid.S8B.30.41307.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
30,#31 - Octillery,https://den-cards.pokellector.com/338/Octillery.S8B.31.40981.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
31,#32 - Castform Rainy Form,https://den-cards.pokellector.com/338/Castform-Rainy-Form.S8B.32.41308.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
32,#33 - Castform Snowy Form,https://den-cards.pokellector.com/338/Castform-Snowy-Form.S8B.33.41309.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
33,#34 - Snorunt,https://den-cards.pokellector.com/338/Snorunt.S8B.34.41254.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
34,#35 - Froslass,https://den-cards.pokellector.com/338/Froslass.S8B.35.41310.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
35,#36 - Sobble,https://den-cards.pokellector.com/338/Sobble.S8B.36.41311.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
36,#37 - Drizzile,https://den-cards.pokellector.com/338/Drizzile.S8B.37.41312.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
37,#38 - Inteleon,https://den-cards.pokellector.com/338/Inteleon.S8B.38.41313.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
38,#39 - Snom,https://den-cards.pokellector.com/338/Snom.S8B.39.41314.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
39,#40 - Frosmoth,https://den-cards.pokellector.com/338/Frosmoth.S8B.40.41315.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
40,#41 - Eiscue,https://den-cards.pokellector.com/338/Eiscue.S8B.41.41246.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
41,#42 - Rapid Strike Urshifu,https://den-cards.pokellector.com/338/Rapid-Strike-Urshifu.S8B.42.41316.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
42,#43 - Ice Rider Calyrex V,https://den-cards.pokellector.com/338/view-full-Ice-Rider-Calyrex-V.S8B.43.41575.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
43,#44 - Ice Rider Calyrex VMAX,https://den-cards.pokellector.com/338/Ice-Rider-Calyrex-VMAX.S8B.44.40529.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
44,#45 - Pikachu V,https://den-cards.pokellector.com/338/Pikachu-V.S8B.45.41317.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
45,#46 - Pikachu VMAX,https://den-cards.pokellector.com/338/Pikachu-VMAX.S8B.46.40530.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
46,#47 - Voltorb,https://den-cards.pokellector.com/338/Voltorb.S8B.47.41318.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
47,#48 - Electrode,https://den-cards.pokellector.com/338/Electrode.S8B.48.41319.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
48,#49 - Jolteon,https://den-cards.pokellector.com/338/Jolteon.S8B.49.41320.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
49,#50 - Zapdos,https://den-cards.pokellector.com/338/Zapdos.S8B.50.41321.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
50,#51 - Mareep,https://den-cards.pokellector.com/338/Mareep.S8B.51.41322.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
51,#52 - Flaafy,https://den-cards.pokellector.com/338/Flaafy.S8B.52.40525.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
52,#53 - Zekrom,https://den-cards.pokellector.com/338/Zekrom.S8B.53.40526.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
53,#54 - Zeraora V,https://den-cards.pokellector.com/338/Zeraora-V.S8B.54.41323.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
54,#55 - Boltund V,https://den-cards.pokellector.com/338/Boltund-V.S8B.55.41324.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
55,#56 - Morpeko V-UNION,https://den-cards.pokellector.com/338/Morpeko-V-UNION.S8B.56.41249.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
56,#57 - Morpeko V-UNION,https://den-cards.pokellector.com/338/Morpeko-V-UNION.S8B.57.41250.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
57,#58 - Morpeko V-UNION,https://den-cards.pokellector.com/338/Morpeko-V-UNION.S8B.58.41251.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
58,#59 - Morpeko V-UNION,https://den-cards.pokellector.com/338/Morpeko-V-UNION.S8B.59.41252.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
59,#60 - Galarian Articuno V,https://den-cards.pokellector.com/338/Galarian-Articuno-V.S8B.60.41325.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
60,#61 - Ralts,https://den-cards.pokellector.com/338/Ralts.S8B.61.41326.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
61,#62 - Kirlia,https://den-cards.pokellector.com/338/Kirlia.S8B.62.41327.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
62,#63 - Gardevoir,https://den-cards.pokellector.com/338/Gardevoir.S8B.63.40527.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
63,#64 - Shuppet,https://den-cards.pokellector.com/338/Shuppet.S8B.64.41328.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
64,#65 - Banette,https://den-cards.pokellector.com/338/Banette.S8B.65.41329.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
65,#66 - Duskull,https://den-cards.pokellector.com/338/Duskull.S8B.66.41330.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
66,#67 - Dusclops,https://den-cards.pokellector.com/338/Dusclops.S8B.67.41331.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
67,#68 - Dusknoir,https://den-cards.pokellector.com/338/Dusknoir.S8B.68.40982.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
68,#69 - Cresselia,https://den-cards.pokellector.com/338/Cresselia.S8B.69.41332.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
69,#70 - Sigilyph,https://den-cards.pokellector.com/338/Sigilyph.S8B.70.41333.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
70,#71 - Inkay,https://den-cards.pokellector.com/338/Inkay.S8B.71.41334.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
71,#72 - Malamar,https://den-cards.pokellector.com/338/Malamar.S8B.72.41335.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
72,#73 - Dedenne,https://den-cards.pokellector.com/338/Dedenne.S8B.73.41247.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
73,#74 - Sylveon V,https://den-cards.pokellector.com/338/Sylveon-V.S8B.74.41336.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
74,#75 - Sylveon VMAX,https://den-cards.pokellector.com/338/Sylveon-VMAX.S8B.75.41337.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
75,#76 - Mimikyu V,https://den-cards.pokellector.com/338/Mimikyu-V.S8B.76.41338.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
76,#77 - Mimikyu VMAX,https://den-cards.pokellector.com/338/Mimikyu-VMAX.S8B.77.41243.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
77,#78 - Dottler,https://den-cards.pokellector.com/338/Dottler.S8B.78.41339.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
78,#79 - Orbeetle,https://den-cards.pokellector.com/338/Orbeetle.S8B.79.41340.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
79,#80 - Milcery,https://den-cards.pokellector.com/338/Milcery.S8B.80.41341.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
80,#81 - Alcremie,https://den-cards.pokellector.com/338/Alcremie.S8B.81.40969.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
81,#82 - Shadow Rider Calyrex V,https://den-cards.pokellector.com/338/Shadow-Rider-Calyrex-V.S8B.82.41342.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
82,#83 - Shadow Rider Calyrex VMAX,https://den-cards.pokellector.com/338/Shadow-Rider-Calyrex-VMAX.S8B.83.40531.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
83,#84 - Galarian Zapdos V,https://den-cards.pokellector.com/338/Galarian-Zapdos-V.S8B.84.41343.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
84,#85 - Gallade,https://den-cards.pokellector.com/338/Gallade.S8B.85.41344.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
85,#86 - Rockruff,https://den-cards.pokellector.com/338/Rockruff.S8B.86.41345.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
86,#87 - Lycanroc,https://den-cards.pokellector.com/338/Lycanroc.S8B.87.41346.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
87,#88 - Passimian,https://den-cards.pokellector.com/338/Passimian.S8B.88.41264.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
88,#89 - Falinks,https://den-cards.pokellector.com/338/Falinks.S8B.89.41347.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
89,#90 - Stonjourner,https://den-cards.pokellector.com/338/Stonjourner.S8B.90.41348.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
90,#91 - Kubfu,https://den-cards.pokellector.com/338/Kubfu.S8B.91.41349.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
91,#92 - Single Strike Urshifu V,https://den-cards.pokellector.com/338/Single-Strike-Urshifu-V.S8B.92.41350.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
92,#93 - Single Strike Urshifu VMAX,https://den-cards.pokellector.com/338/Single-Strike-Urshifu-VMAX.S8B.93.40532.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
93,#94 - Rapid Strike Urshifu V,https://den-cards.pokellector.com/338/Rapid-Strike-Urshifu-V.S8B.94.41351.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
94,#95 - Rapid Strike Urshifu VMAX,https://den-cards.pokellector.com/338/Rapid-Strike-Urshifu-VMAX.S8B.95.40533.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
95,#96 - Galarian Moltres V,https://den-cards.pokellector.com/338/Galarian-Moltres-V.S8B.96.41352.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
96,#97 - Spinarak,https://den-cards.pokellector.com/338/Spinarak.S8B.97.41353.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
97,#98 - Ariados,https://den-cards.pokellector.com/338/Ariados.S8B.98.40983.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
98,#99 - Crobat V,https://den-cards.pokellector.com/338/Crobat-V.S8B.99.41354.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
99,#100 - Umbreon V,https://den-cards.pokellector.com/338/Umbreon-V.S8B.100.41355.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
100,#101 - Umbreon VMAX,https://den-cards.pokellector.com/338/Umbreon-VMAX.S8B.101.41356.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
101,#102 - Houndour,https://den-cards.pokellector.com/338/Houndour.S8B.102.41357.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
102,#103 - Houndoom,https://den-cards.pokellector.com/338/Houndoom.S8B.103.41358.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
103,#104 - Galarian Zigzagoon,https://den-cards.pokellector.com/338/Galarian-Zigzagoon.S8B.104.41359.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
104,#105 - Galarian Linoone,https://den-cards.pokellector.com/338/Galarian-Linoone.S8B.105.41360.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
105,#106 - Galarian Obstagoon,https://den-cards.pokellector.com/338/Galarian-Obstagoon.S8B.106.41361.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
106,#107 - Spiritomb,https://den-cards.pokellector.com/338/Spiritomb.S8B.107.41362.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
107,#108 - Hoopa,https://den-cards.pokellector.com/338/Hoopa.S8B.108.41363.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
108,#109 - Eternatus V,https://den-cards.pokellector.com/338/Eternatus-V.S8B.109.41364.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
109,#110 - Eternatus VMAX,https://den-cards.pokellector.com/338/Eternatus-VMAX.S8B.110.41365.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
110,#111 - Single Strike Urshifu,https://den-cards.pokellector.com/338/Single-Strike-Urshifu.S8B.111.41366.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
111,#112 - Bronzor,https://den-cards.pokellector.com/338/Bronzor.S8B.112.41367.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
112,#113 - Bronzong,https://den-cards.pokellector.com/338/Bronzong.S8B.113.41368.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
113,#114 - Cobalion,https://den-cards.pokellector.com/338/Cobalion.S8B.114.41369.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
114,#115 - Corviknight V,https://den-cards.pokellector.com/338/Corviknight-V.S8B.115.41370.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
115,#116 - Corviknight VMAX,https://den-cards.pokellector.com/338/Corviknight-VMAX.S8B.116.41267.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
116,#117 - Zacian V,https://den-cards.pokellector.com/338/Zacian-V.S8B.117.41371.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
117,#118 - Zamazenta V,https://den-cards.pokellector.com/338/Zamazenta-V.S8B.118.40979.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
118,#119 - Rayquaza V,https://den-cards.pokellector.com/338/Rayquaza-V.S8B.119.41372.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
119,#120 - Rayquaza VMAX,https://den-cards.pokellector.com/338/Rayquaza-VMAX.S8B.120.40534.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
120,#121 - Druddigon,https://den-cards.pokellector.com/338/Druddigon.S8B.121.41248.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
121,#122 - Duraludon V,https://den-cards.pokellector.com/338/Duraludon-V.S8B.122.41373.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
122,#123 - Daruladon VMAX,https://den-cards.pokellector.com/338/Daruladon-VMAX.S8B.123.40535.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
123,#124 - Tauros,https://den-cards.pokellector.com/338/Tauros.S8B.124.41374.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
124,#125 - Eevee,https://den-cards.pokellector.com/338/Eevee.S8B.125.40528.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
125,#126 - Snorlax,https://den-cards.pokellector.com/338/Snorlax.S8B.126.41266.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
126,#127 - Blissey V,https://den-cards.pokellector.com/338/Blissey-V.S8B.127.40980.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
127,#128 - Castform,https://den-cards.pokellector.com/338/Castform.S8B.128.41375.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
128,#129 - Oranguru,https://den-cards.pokellector.com/338/Oranguru.S8B.129.40984.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
129,#130 - Escape Rope,https://den-cards.pokellector.com/338/Escape-Rope.S8B.130.41376.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
130,#131 - Fan of Waves,https://den-cards.pokellector.com/338/Fan-of-Waves.S8B.131.41377.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
131,#132 - Welcoming Lantern,https://den-cards.pokellector.com/338/Welcoming-Lantern.S8B.132.41378.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
132,#133 - Scoop Up Net,https://den-cards.pokellector.com/338/Scoop-Up-Net.S8B.133.41379.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
133,#134 - Urn of Vitality,https://den-cards.pokellector.com/338/Urn-of-Vitality.S8B.134.41380.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
134,#135 - Fog Crystal,https://den-cards.pokellector.com/338/Fog-Crystal.S8B.135.40539.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
135,#136 - Turbo Patch,https://den-cards.pokellector.com/338/Turbo-Patch.S8B.136.41381.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
136,#137 - Capacious Bucket,https://den-cards.pokellector.com/338/Capacious-Bucket.S8B.137.41382.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
137,#138 - Tool Scrapper,https://den-cards.pokellector.com/338/Tool-Scrapper.S8B.138.41383.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
138,#139 - Ordinary Rod,https://den-cards.pokellector.com/338/Ordinary-Rod.S8B.139.41384.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
139,#140 - Echoing Horn,https://den-cards.pokellector.com/338/Echoing-Horn.S8B.140.41385.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
140,#141 - Level Ball,https://den-cards.pokellector.com/338/Level-Ball.S8B.141.40536.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
141,#142 - Anti-Hex Gloves,https://den-cards.pokellector.com/338/Anti-Hex-Gloves.S8B.142.41269.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
142,#143 - Cape of Toughness,https://den-cards.pokellector.com/338/Cape-of-Toughness.S8B.143.41386.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
143,#144 - Hunter Gloves,https://den-cards.pokellector.com/338/Hunter-Gloves.S8B.144.41268.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
144,#145 - Air Balloon,https://den-cards.pokellector.com/338/Air-Balloon.S8B.145.41387.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
145,#146 - Telescopic Sight,https://den-cards.pokellector.com/338/Telescopic-Sight.S8B.146.41388.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
146,#147 - Memory Capsule,https://den-cards.pokellector.com/338/Memory-Capsule.S8B.147.41389.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
147,#148 - Acerola's Intuition,https://den-cards.pokellector.com/338/Acerolas-Intuition.S8B.148.41244.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
148,#149 - Galar Friends,https://den-cards.pokellector.com/338/Galar-Friends.S8B.149.41270.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
149,#150 - Raihan,https://den-cards.pokellector.com/338/Raihan.S8B.150.41390.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
150,#151 - Klara,https://den-cards.pokellector.com/338/Klara.S8B.151.41391.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
151,#152 - Korrina's Focus,https://den-cards.pokellector.com/338/Korrinas-Focus.S8B.152.41392.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
152,#153 - Bruno,https://den-cards.pokellector.com/338/Bruno.S8B.153.41393.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
153,#154 - Leon,https://den-cards.pokellector.com/338/Leon.S8B.154.41394.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
154,#155 - Bird Keeper,https://den-cards.pokellector.com/338/Bird-Keeper.S8B.155.41395.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
155,#156 - Peony,https://den-cards.pokellector.com/338/Peony.S8B.156.41396.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
156,#157 - Adventurer's Discovery,https://den-cards.pokellector.com/338/Adventurers-Discovery.S8B.157.40537.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
157,#158 - Boss's Orders,https://den-cards.pokellector.com/338/Bosss-Orders.S8B.158.41397.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
158,#159 - Café Master,https://den-cards.pokellector.com/338/Caf-Master.S8B.159.40672.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
159,#160 - Marnie,https://den-cards.pokellector.com/338/Marnie.S8B.160.41398.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
160,#161 - Melony,https://den-cards.pokellector.com/338/Melony.S8B.161.41399.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
161,#162 - Cheryl,https://den-cards.pokellector.com/338/Cheryl.S8B.162.41400.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
162,#163 - Gloria,https://den-cards.pokellector.com/338/Gloria.S8B.163.41245.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
163,#164 - Nessa,https://den-cards.pokellector.com/338/Nessa.S8B.164.41401.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
164,#165 - Rose,https://den-cards.pokellector.com/338/Rose.S8B.165.41402.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
165,#166 - Tower of Darkness,https://den-cards.pokellector.com/338/Tower-of-Darkness.S8B.166.41403.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
166,#167 - Path to the Peak,https://den-cards.pokellector.com/338/Path-to-the-Peak.S8B.167.40538.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
167,#168 - Old Cemetery,https://den-cards.pokellector.com/338/Old-Cemetery.S8B.168.41404.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
168,#169 - Turffield Stadium,https://den-cards.pokellector.com/338/Turffield-Stadium.S8B.169.41405.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
169,#170 - Tower of Waters,https://den-cards.pokellector.com/338/Tower-of-Waters.S8B.170.41406.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
170,#171 - Aromatic Energy,https://den-cards.pokellector.com/338/Aromatic-Energy.S8B.171.41407.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
171,#172 - Heat Energy,https://den-cards.pokellector.com/338/Heat-Energy.S8B.172.41408.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
172,#173 - Wash Energy,https://den-cards.pokellector.com/338/Wash-Energy.S8B.173.41409.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
173,#174 - Speed Energy,https://den-cards.pokellector.com/338/Speed-Energy.S8B.174.41410.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
174,#175 - Horror Energy,https://den-cards.pokellector.com/338/Horror-Energy.S8B.175.41411.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
175,#176 - Stone Energy,https://den-cards.pokellector.com/338/Stone-Energy.S8B.176.41412.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
176,#177 - Hiding Energy,https://den-cards.pokellector.com/338/Hiding-Energy.S8B.177.41413.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
177,#178 - Coating Energy,https://den-cards.pokellector.com/338/Coating-Energy.S8B.178.41414.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
178,#179 - Powerful Energy,https://den-cards.pokellector.com/338/Powerful-Energy.S8B.179.41415.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
179,#180 - Single Strike Energy,https://den-cards.pokellector.com/338/Single-Strike-Energy.S8B.180.41416.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
180,#181 - Aurora Energy,https://den-cards.pokellector.com/338/Aurora-Energy.S8B.181.41417.thumb.png,Sword & Shield Series,S8B,VMAX Climax Set
